
7032;12584;OFF;ON;6397
6920;12584;OFF;ON;6409
7519;12572;OFF;ON;6420
7091;12584;OFF;ON;6426
6850;12584;OFF;ON;6442
6928;12584;OFF;ON;6467
6998;12584;OFF;ON;6492
6906;12588;OFF;ON;6502
6879;12592;OFF;ON;6525
7052;12588;OFF;ON;6530
7117;12588;OFF;ON;6539
6884;12588;OFF;ON;6546
7161;12588;OFF;ON;6556
6822;12588;OFF;ON;6566
7217;12592;OFF;ON;6572
6925;12596;OFF;ON;6575
6990;12592;OFF;ON;6579
7499;12584;OFF;ON;6593
7011;12592;OFF;ON;6597
7202;12588;OFF;ON;6606
6888;12592;OFF;ON;6608
7390;12596;OFF;ON;6615
6965;12588;OFF;ON;6618
6974;12592;OFF;ON;6624
6938;12600;OFF;ON;6632
6930;12592;OFF;ON;6634
6937;12596;OFF;ON;6647



7506;11472;OFF;ON;7530
7739;11468;OFF;ON;7532
7673;11472;OFF;ON;7533
7689;11460;OFF;ON;7535
7502;11472;OFF;ON;7535
7660;11468;OFF;ON;7536
7534;11440;OFF;ON;7535
7857;11276;OFF;ON;7538
8194;11376;OFF;ON;7544
8295;11352;OFF;ON;7551
8062;11372;OFF;ON;7561
8231;11376;OFF;ON;7572
7960;11384;OFF;ON;7575
8428;11380;OFF;ON;7583
7476;11396;OFF;ON;7581
7757;11424;OFF;ON;7582
7478;11460;OFF;ON;7580
8131;11392;OFF;ON;7585
8061;11380;OFF;ON;7589
7954;11364;OFF;ON;7597
7860;11360;OFF;ON;7599
8483;11356;OFF;ON;7607
8354;11328;OFF;ON;7614
goes to shut down
5456;11320;OFF;OFF;7592
191;12416;OFF;OFF;7517
187;12680;OFF;OFF;2842
-340;12752;ON;OFF;1141
187;12764;OFF;OFF;1131
187;12728;OFF;OFF;1121
186;12724;OFF;OFF;1111
186;12720;OFF;OFF;1081
202;12728;ON;OFF;1045
-547;12728;ON;OFF;1029
186;12732;OFF;OFF;1020
-753;12784;ON;OFF;1002
-584;12796;ON;OFF;950
186;12748;OFF;OFF;942
-511;12784;ON;OFF;927
-699;12764;ON;OFF;910
186;12740;OFF;OFF;902
186;12736;OFF;OFF;894
187;12736;OFF;OFF;879
186;12732;OFF;OFF;865
-720;12776;ON;OFF;814
-220;12780;ON;OFF;786
186;12748;OFF;OFF;780
186;12740;OFF;OFF;774
186;12736;OFF;OFF;762
-104;12744;ON;OFF;741
186;12740;OFF;OFF;735
186;12736;OFF;OFF;729
186;12732;OFF;OFF;699
-370;12772;OFF;OFF;670
-760;12788;ON;OFF;655
-470;12768;ON;OFF;630
186;12752;OFF;OFF;625
186;12744;OFF;OFF;620
186;12740;OFF;OFF;610
-763;12792;ON;OFF;586
